Address	City	Zip	Area	Yr Blt	BR	 HB	FB	Garage	Garage	Garage_2	Garage_3	Garage_4	Garage_5	Garage_6	SF (M+U)	Status	DOM	Sales Date	LP	Sale Pr	LAgt	LAgt Name	LAgt Ph#	SAgt	SAgt Name	SAgt Ph#
2227 W 12TH ST	ANDERSON	46016	4812	1936	3	0	2	Y	1CDTC	  	  	  	  	  	1575	SOLD	162	07/19/2013	20,500	18,500	26708	Joni Bragg	765-617-0809	31983	Brett Snodgrass	812-216-8602
2306 W 12TH ST	ANDERSON	46016	4812	1934	4	1	2	Y	2CDTC	  	  	  	  	  	3000	SOLD	22	03/27/2013	68,000	53,490	11704	Kelly Wood	765-534-3749	31286	Melissa Young	765-221-9423
2644 W 12TH ST	ANDERSON	46011	4812	1956	3	1	1	Y	2CATC	  	  	  	  	  	1602	SOLD	214	07/31/2013	34,000	23,400	10629	Bill Carter	765-617-9799	28053	Angela Strickler	765-640-1900
316 W 14TH ST	ANDERSON	46016	4812	1875	2	0	1	N	NONE	  	  	  	  	  	824	SOLD	159	05/22/2013	7,900	4,000	26824	Edwinia Thanas	  	17411	Hazel Nave	765-644-3341
3163 E 150 N	ANDERSON	46012	4814	1999	2	0	1	Y	1CATC	  	  	  	  	  	980	SOLD	268	07/10/2013	55,000	44,750	19078	D. Honesty Hart	317-432-2779	26824	Edwinia Thanas	765-643-3391
4095 W 1550	ELWOOD	46036	4802	1960	3	0	1	Y	1CDTC	  	  	  	  	  	1792	SOLD	14	04/29/2013	15,870	20,000	11704	Kelly Wood	765-534-3749	14802	Reita Fay Mills	  
728 W 15TH ST	ANDERSON	46016	4812	1968	3	1	1	N	NONE	  	  	  	  	  	1877	SOLD	64	06/24/2013	29,900	16,500	30585	Rodney Rouch	  	30585	Rodney Rouch	765-284-6313
621 S 17 TH ST	ELWOOD	46036	4804	1896	2	0	1	Y	1CDTC	  	  	  	  	  	949	SOLD	136	06/14/2013	11,900	7,200	11704	Kelly Wood	765-534-3749	9999	. Non-BLC Member	317-956-1912
1113 N 18 TH ST	ELWOOD	46036	4804	1970	3	1	1	N	NONE	  	  	  	  	  	1572	SOLD	43	03/14/2013	44,900	28,000	13095	Brad Taflinger	  	11782	Ray Watson	765-552-5801
6619 W 1850 N	Elwood	46036	4801	1950	5	0	1	Y	2CDTC	  	  	  	  	  	1820	SOLD	22	03/04/2013	64,900	64,900	6077	Matthew O'Brien	317-928-3230	9999	. Non-BLC Member	317-956-1912
810 S 19 TH ST	ELWOOD	46036	4812	1898	3	0	2	Y	1CDTC	  	  	  	  	  	0	SOLD	41	05/22/2013	10,900	10,500	9457	Chris Camperelli	  	25455	Julie Cromer	317-915-0900
5980 W 200 N	ANDERSON	46011	4807	1973	3	1	1	Y	2CATC	  	  	  	  	  	1188	SOLD	130	05/15/2013	29,900	28,200	13095	Brad Taflinger	  	10593	Sherry Minton	765-641-2300
11116 N 200	ALEXANDRIA	46001	4805	1930	3	0	1	Y	2CDTC	  	  	  	  	  	1509	SOLD	126	05/31/2013	54,900	49,000	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
409 S 21ST ST	ELWOOD	46036	4804	1898	4	0	1	Y	2CATC	  	  	  	  	  	1628	SOLD	8	04/26/2013	9,900	15,301	26708	Joni Bragg	765-617-0809	26708	Joni Bragg	765-683-9274
1403 S 21ST ST	ELWOOD	46036	4804	1898	3	0	1	Y	2CDTC	1CDTC	  	  	  	  	1624	SOLD	157	08/26/2013	27,000	25,600	10820	Richard Melton	765-683-1490	14440	Robert Noel	  
423 W 22ND ST	ANDERSON	46016	4812	1924	2	0	1	Y	1CDTC	  	  	  	  	  	936	SOLD	21	05/03/2013	13,000	13,000	28040	Jeffrey Cummings	317-370-4664	24576	Stephanie Miles	317-282-0643
609 S 28TH ST	ELWOOD	46036	4804	1959	3	0	1	N	1CATC	  	  	  	  	  	1246	SOLD	202	06/27/2013	24,900	29,500	10820	Richard Melton	765-683-1490	9999	. Non-BLC Member	317-956-1912
205 E 2ND ST	ALEXANDRIA	46001	4805	1800	2	0	1	N	NONE	  	  	  	  	  	886	SOLD	49	04/30/2013	9,900	6,800	13095	Brad Taflinger	  	10767	Terri Brenner	765-724-0082
425 W 2ND ST	ANDERSON	46016	4810	1900	5	0	1	Y	2CDTC	  	  	  	  	  	1345	SOLD	60	02/27/2013	10,000	6,000	13843	Andrea Eldon	317-436-8526	33350	Michael Stockhaus	317-736-8435
1076 W 300 N	ANDERSON	46012	4807	1970	2	0	1	Y	2CATC	  	  	  	  	  	768	SOLD	15	03/01/2013	36,900	35,000	32097	Sam Johnson	  	32097	Sam Johnson	765-643-3391
611 W 33RD ST	ANDERSON	46014	4812	1958	3	0	1	N	NONE	  	  	  	  	  	1026	SOLD	106	03/01/2013	34,900	28,900	10638	Julie Schnepp	000-000-0000	18484	Tim Schnepp	765-778-3573
216 E 34TH ST	ANDERSON	46014	4813	1941	3	0	1	Y	1CDTC	  	  	  	  	  	1006	SOLD	123	04/24/2013	22,900	19,500	24576	Stephanie Miles	765-642-6908	17140	Sumer Sharp	317-844-1131
118 E 37TH ST	ANDERSON	46013	4813	1951	2	0	1	Y	1CDTC	  	  	  	  	  	952	SOLD	21	04/11/2013	20,000	18,100	28040	Jeffrey Cummings	317-370-4664	10629	Bill Carter	765-617-9799
239 W 37TH ST	ANDERSON	46016	4812	1924	2	0	1	Y	1CDTC	  	  	  	  	  	884	SOLD	29	03/27/2013	25,900	17,750	10490	John Massey	  	10490	John Massey	  
411 E 37TH ST	ANDERSON	46014	4813	1947	2	0	1	Y	2CDTC	  	  	  	  	  	780	SOLD	34	12/17/2012	24,000	19,028	28040	Jeffrey Cummings	317-370-4664	31286	Melissa Young	765-221-9423
1307 E 37TH ST	ANDERSON	46012	4813	1970	3	0	1	Y	1CDTC	  	  	  	  	  	1224	SOLD	83	07/12/2013	20,000	17,000	27808	Jennifer Wilmoth	317-863-4102	1637	Craig Kaiser	  
131 W 38TH ST	ANDERSON	46014	4812	1941	3	0	2	Y	1CDTC	  	  	  	  	  	1316	SOLD	25	04/10/2013	34,900	35,000	13095	Brad Taflinger	  	31286	Melissa Young	765-221-9423
4779 N 400 W	ANDERSON	46011	4807	1972	4	0	2	N	NONE	  	  	  	  	  	1482	SOLD	78	05/21/2013	68,000	68,000	28040	Jeffrey Cummings	317-370-4664	1895	Dawn Schnaiter	317-557-3296
2092 E 400	ANDERSON	46017	4814	1957	3	0	1	Y	2CATC	1CDTC	  	  	  	  	1240	SOLD	80	03/29/2013	33,000	25,000	19366	Patricia Brinkman	765-282-1412	10593	Sherry Minton	765-641-2300
3650 S 450 E	ANDERSON	46017	4814	1966	4	0	2	Y	2CATC	  	  	  	  	  	1648	SOLD	93	03/19/2013	89,900	86,000	10820	Richard Melton	765-683-1490	10715	Everett Cook	  
2025 E 47TH ST	ANDERSON	46011	4813	1957	3	0	1	Y	2CATC	  	  	  	  	  	1152	SOLD	20	02/16/2013	36,000	36,000	26708	Joni Bragg	765-617-0809	31628	Madalynne Stanton	765-683-9274
621 W 500	Pendleton	46013	4816	1885	3	0	4	Y	1CDTC	  	  	  	  	  	3193	SOLD	28	12/10/2012	103,000	99,000	12400	Bonnie Flint	765-278-6984	18830	Cara Gehring	317-414-0633
12377 N 500	Alexandria	46001	4804	1885	2	0	1	Y	3CDTC	  	  	  	  	  	1442	SOLD	43	03/29/2013	23,500	20,000	13095	Brad Taflinger	  	13095	Brad Taflinger	  
5035 E 53RD ST	ANDERSON	46011	4813	1949	2	0	1	N	NONE	  	  	  	  	  	1192	SOLD	6	04/02/2013	19,900	26,123	10586	Bob Delph	765-644-5852	6077	Matthew O'Brien	317-928-3230
415 W 5TH ST	ANDERSON	46016	4810	1930	2	0	1	Y	2CDTC	  	  	  	  	  	1711	SOLD	19	01/10/2013	13,000	17,000	10629	Bill Carter	765-617-9799	10629	Bill Carter	765-617-9799
803 W 5TH ST	ANDERSON	46016	4810	1900	4	0	1	N	NONE	  	  	  	  	  	1889	SOLD	17	03/16/2013	6,250	3,500	26708	Joni Bragg	765-617-0809	27447	Michael Jones	317-205-4800
1829 E 5TH ST	ANDERSON	46012	4811	1938	3	0	1	Y	1CDTC	  	  	  	  	  	1472	SOLD	99	01/25/2013	34,900	25,000	16433	Jada Sparks	765-640-2080	10677	Roger Shoot	  
2209 E 5TH ST	ANDERSON	46012	4811	1953	3	0	1	N	NONE	  	  	  	  	  	864	SOLD	123	04/08/2013	18,200	14,500	28040	Jeffrey Cummings	317-370-4664	24576	Stephanie Miles	317-282-0643
608 W 6TH ST	LAPEL	46051	4809	1961	3	0	1	Y	2CATC	  	  	  	  	  	1632	SOLD	13	01/25/2013	59,900	51,000	27808	Jennifer Wilmoth	317-863-4102	10435	James Myers	  
3206 E 6TH ST	ANDERSON	46012	4811	1954	2	0	1	Y	1CATC	  	  	  	  	  	864	SOLD	56	05/16/2013	23,900	21,000	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
1489 W 700 S	PENDLETON	46064	4816	1953	2	0	1	Y	2CDTC	  	  	  	  	  	1014	SOLD	19	12/19/2012	59,900	52,000	15024	Hugh Blackwood	317-814-4844	9999	. Non-BLC Member	317-956-1912
11921 N 750 W	ELWOOD	46036	4804	1946	3	0	1	Y	2CATC	  	  	  	  	  	1536	SOLD	68	05/29/2013	26,900	20,500	26708	Joni Bragg	765-617-0809	32559	Jenna Hiatt	765-683-9274
218 N 7th ST	Elwood	46036	4804	1896	4	1	1	Y	2CATC	  	  	  	  	  	1704	SOLD	45	02/04/2013	17,500	12,000	10677	Roger Shoot	765-215-4802	10677	Roger Shoot	  
1421 E 7TH ST	ANDERSON	46012	4811	1940	2	0	1	N	NONE	  	  	  	  	  	0	SOLD	130	03/13/2013	42,400	27,500	27808	Jennifer Wilmoth	317-863-4102	25825	Jonathan Adams	317-844-5111
1715 W 7TH ST	ANDERSON	46016	4810	1958	3	0	1	N	NONE	  	  	  	  	  	0	SOLD	33	04/03/2013	14,900	10,500	30585	Rodney Rouch	  	30585	Rodney Rouch	765-284-6313
2404 E 8TH ST	ANDERSON	46012	4811	1953	3	0	1	Y	1CATC	  	  	  	  	  	1248	SOLD	6	05/02/2013	17,000	22,000	11704	Kelly Wood	765-534-3749	29006	Justin Puckett	765-644-3341
10928 S 9	PENDLETON	46064	4817	1996	3	0	2	Y	2CATC	  	  	  	  	  	1680	SOLD	31	05/30/2013	49,900	45,000	30585	Rodney Rouch	  	6034	Roger Wilson	317-462-8200
1810 W 9TH ST	ANDERSON	46016	4810	1939	2	0	1	N	NONE	  	  	  	  	  	758	SOLD	10	04/17/2013	5,000	5,504	28040	Jeffrey Cummings	317-370-4664	13843	Andrea Eldon	765-748-2842
2608 E 9TH ST	ANDERSON	46012	4813	1949	2	0	1	Y	1CATC	  	  	  	  	  	1050	SOLD	104	04/05/2013	35,000	32,000	16433	Jada Sparks	765-640-2080	21923	Su Brown	765-640-2080
504 W ADAMS ST	ALEXANDRIA	46001	4805	1949	3	0	1	Y	1CATC	  	  	  	  	  	1617	SOLD	149	04/24/2013	39,900	42,500	10757	Tamra Gooding	765-724-9459	10757	Tamra Gooding	  
2235 ALBERT ST	ANDERSON	46012	4811	1957	3	0	1	Y	1CATC	  	  	  	  	  	1101	SOLD	64	01/01/2013	39,000	35,700	11704	Kelly Wood	765-534-3749	21401	Carol Miller	765-623-2725
2615 ALEXANDRIA PKWY	ANDERSON	46012	4808	1958	3	1	2	Y	2CATC	  	  	  	  	  	1854	SOLD	135	04/26/2013	44,500	50,112	12388	Sheila Hubbard	317-440-5088	10677	Roger Shoot	  
2730 ALEXANDRIA PKWY	ANDERSON	46012	4808	1993	3	1	3	Y	2CATC	  	  	  	  	  	2784	SOLD	0	10/29/2012	460,000	450,000	18427	Diana Dunham	765-552-9363	10575	Fran Plummer	765-641-2300
2814 ALEXANDRIA PKWY	ANDERSON	46012	4808	2003	4	2	3	Y	3CATC	  	  	  	  	  	4246	SOLD	96	04/23/2013	449,900	405,000	26708	Joni Bragg	765-617-0809	26708	Joni Bragg	765-683-9274
3171 ALEXANDRIA PIKE	ANDERSON	46012	4808	1969	3	0	1	Y	1CATC	  	  	  	  	  	1318	SOLD	154	04/05/2013	28,000	21,350	11704	Kelly Wood	765-534-3749	9999	. Non-BLC Member	317-956-1912
518 N ALFONTE ST	INGALLS	46048	4815	1952	2	0	1	Y	2CDTC	  	  	  	  	  	864	SOLD	165	08/16/2013	14,000	8,500	11704	Kelly Wood	765-534-3749	9999	. Non-BLC Member	  
1904 ALHAMBRA DR	ANDERSON	46012	4813	1987	2	0	1	Y	1CATC	  	  	  	  	  	930	SOLD	47	06/12/2013	40,000	32,000	28040	Jeffrey Cummings	317-370-4664	24576	Stephanie Miles	317-282-0643
3915 ANDOVER RD	ANDERSON	46013	4812	1938	2	0	1	Y	1CATC	  	  	  	  	  	815	SOLD	83	01/10/2013	6,900	5,000	10629	Bill Carter	765-617-9799	10593	Sherry Minton	765-641-2300
2714 APACHE DR	ANDERSON	46012	4808	1956	3	0	1	Y	1CDTC	  	  	  	  	  	0	SOLD	84	05/15/2013	28,800	22,660	27808	Jennifer Wilmoth	317-863-4102	9999	. Non-BLC Member	317-956-1912
2721 APACHE DR	ANDERSON	46012	4807	1956	3	0	1	N	NONE	  	  	  	  	  	1188	SOLD	33	12/26/2012	22,900	20,500	30585	Rodney Rouch	  	28053	Angela Strickler	765-640-1900
2224 ARROW	ANDERSON	46016	4812	1915	2	0	1	Y	2CDTC	  	  	  	  	  	0	SOLD	122	09/26/2013	8,500	3,200	30585	Rodney Rouch	  	30585	Rodney Rouch	765-284-6313
2311 ARROW	ANDERSON	46016	4812	1942	2	0	1	N	2CARP	  	  	  	  	  	853	SOLD	221	06/03/2013	19,900	18,000	10592	Roger Reed	765-649-1637	26824	Edwinia Thanas	765-643-3391
10844 AUGUST DR	INGALLS	46048	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	0	SOLD	32	05/01/2013	76,000	76,000	11704	Kelly Wood	765-534-3749	8148	Jennifer Ruiz	  
2023 S B ST	ELWOOD	46036	4804	1900	2	0	1	Y	2CDTC	  	  	  	  	  	1244	SOLD	100	06/28/2013	25,900	19,000	10767	Terri Brenner	765-724-9285	10767	Terri Brenner	765-724-0082
2541 N B ST	ELWOOD	46036	4804	1899	3	0	1	Y	1CDTC	  	  	  	  	  	944	SOLD	12	12/27/2012	14,000	14,001	28040	Jeffrey Cummings	317-370-4664	32600	Patricia Osborne	317-645-4444
202 BEAUVOIR CIR	ANDERSON	46011	4810	1961	5	2	2	Y	2CATC	  	  	  	  	  	2696	SOLD	44	05/31/2013	197,900	179,900	10678	Richard Sharp	765-221-9370	10592	Roger Reed	765-641-2300
1225 BEAVER CT	ANDERSON,	46013	4812	2003	3	0	0	Y	2CATC	  	  	  	  	  	1200	SOLD	26	11/09/2012	40,040	40,040	991	Jack Fife	317-251-9402	31286	Melissa Young	765-221-9423
824 BRIARWOOD CT	ANDERSON	46012	4814	1984	4	1	2	Y	2CATC	  	  	  	  	  	2080	SOLD	54	05/17/2013	159,500	149,000	17988	Bill Whitinger	765-378-0024	17988	Bill Whitinger	765-642-2122
828 BRIARWOOD	ANDERSON	46011	4814	1980	4	1	2	Y	2CATC	  	  	  	  	  	2240	SOLD	3	01/14/2013	59,900	50,000	13095	Brad Taflinger	  	13095	Brad Taflinger	  
2604 BRIDLE LN	ANDERSON	46012	4813	2000	3	0	2	Y	2CATC	  	  	  	  	  	1174	SOLD	6	02/01/2013	27,500	27,500	991	Jack Fife	317-251-9402	33567	Grant Gardis	317-251-9402
2129 BROADWAY	ANDERSON	46012	4810	1938	3	0	2	Y	3CDTC	  	  	  	  	  	1740	SOLD	118	08/16/2013	41,900	38,000	26708	Joni Bragg	765-748-5509	10677	Roger Shoot	  
1206 Brookline	Anderson	46012	4812	1951	2	1	1	Y	1CATC	  	  	  	  	  	1581	SOLD	21	03/22/2013	29,999	24,300	10820	Richard Melton	765-683-1490	10641	Barbara Sylvester	765-617-9922
1601 BROWN ST	ANDERSON	46016	4812	1880	4	1	1	N	NONE	  	  	  	  	  	1520	SOLD	138	05/29/2013	5,990	2,500	31464	Stacy Seybert	  	31464	Stacy Seybert	765-221-9423
4025 BROWN ST	ANDERSON	46016	4812	1955	2	0	1	N	NONE	  	  	  	  	  	840	SOLD	52	04/18/2013	14,900	11,250	10629	Bill Carter	765-617-9799	26276	Christy Thompson	317-849-7653
607 Buckingham Ct.	Anderson	46013	4813	1990	2	0	2	Y	2CATC	  	  	  	  	  	1474	SOLD	18	12/06/2012	89,900	80,000	10640	Dorothy Stottlemyer	765-642-4933	10642	Helen Wean	  
3333 BURTON PL	ANDERSON	46013	4813	1945	2	0	1	Y	2CDTC	  	  	  	  	  	1704	SOLD	88	02/05/2013	12,000	8,950	10629	Bill Carter	765-617-9799	29084	Shawn Arsenault	317-889-7403
632 CENTRAL	ANDERSON	46011	4812	1939	3	0	0	Y	2CATC	  	  	  	  	  	1357	SOLD	65	01/24/2013	4,500	4,500	10629	Bill Carter	765-617-9799	13843	Andrea Eldon	765-748-2842
2636 CENTRAL	ANDERSON	46016	4812	1890	3	0	1	N	NONE	  	  	  	  	  	872	SOLD	98	05/21/2013	9,000	8,000	27078	Paul Starr	  	25455	Julie Cromer	317-915-0900
713 CHARLES ST	CHESTERFIELD	46017	4814	1955	2	0	1	Y	1CDTC	  	  	  	  	  	968	SOLD	117	05/21/2013	49,900	48,000	10693	Sharon Baker	765-621-2101	10677	Roger Shoot	  
1912 CHARLES ST	ANDERSON	46013	4813	1960	3	1	1	Y	2CATC	  	  	  	  	  	1578	SOLD	31	04/23/2013	77,900	91,023	12388	Sheila Hubbard	317-440-5088	11626	Phyllis Gillingham	317-626-9503
1031 CHESTER ST	ANDERSON	46012	4813	1940	3	0	2	N	NONE	  	  	  	  	  	1375	SOLD	7	11/29/2012	37,000	37,200	10629	Bill Carter	765-617-9799	13843	Andrea Eldon	765-748-2842
1124 CHESTER ST	ANDERSON	46012	4811	1935	4	0	1	N	NONE	  	  	  	  	  	1398	SOLD	3	01/24/2013	1,900	1,900	10820	Richard Melton	765-683-1490	14440	Robert Noel	  
1305 CHESTERFIELD DR	ANDERSON	46012	4813	1996	3	0	2	Y	2CATC	  	  	  	  	  	1152	SOLD	6	03/22/2013	40,000	40,000	19366	Patricia Brinkman	765-282-1412	17574	Jeff Weightman	317-258-4714
1407 CHESTERFIELD DR	ANDERSON	46012	4811	1994	3	1	1	Y	2CATC	  	  	  	  	  	1084	SOLD	12	12/06/2012	36,000	33,000	28040	Jeffrey Cummings	317-370-4664	17737	Sonya Pickett	765-640-1900
1233 CHIPMUNK CT	ANDERSON,	46013	4812	2003	3	0	2	Y	2CATC	  	  	  	  	  	1410	SOLD	61	01/11/2013	31,350	31,350	991	Jack Fife	317-251-9402	991	Jack Fife	  
2621 CHIPPEWA	ANDERSON	46012	4807	1953	3	0	1	N	NONE	  	  	  	  	  	925	SOLD	137	06/14/2013	32,000	23,000	17737	Sonya Pickett	765-620-2914	17737	Sonya Pickett	765-640-1900
112 CHITWOOD DR	ANDERSON	46012	4807	1972	3	0	2	Y	2CATC	  	  	  	  	  	1188	SOLD	207	10/03/2013	52,900	44,500	11704	Kelly Wood	765-534-3749	33971	Kimberly Goodwin	765-221-9423
9408 CONSTELLATION DR	PENDLETON	46064	4815	2004	3	1	2	Y	2CATC	  	  	  	  	  	2358	SOLD	51	02/07/2013	119,900	116,700	29609	Scott Perry	317-690-6323	24437	Sheri Coldren	317-727-4626
9649 W CONSTELLATION DR	PENDLETON	46064	4815	2006	3	1	2	Y	2CATC	  	  	  	  	  	2030	SOLD	5	02/27/2013	119,900	112,000	29609	Scott Perry	317-690-6323	24437	Sheri Coldren	317-727-4626
9688 CONSTELLATION DR	PENDLETON	46064	4815	2006	3	1	2	Y	2CATC	  	  	  	  	  	1992	SOLD	24	04/16/2013	122,500	117,000	14984	Sandra Roach	317-571-9296	24437	Sheri Coldren	317-727-4626
218 COTTAGE	ANDERSON	46012	4811	1934	3	0	1	Y	2CDTC	  	  	  	  	  	1180	SOLD	119	03/22/2013	65,000	58,500	30812	John Guion	  	6438	Peggy Kieper	317-694-9372
9685 N County Road 350 W	Alexandria	46001	4804	1900	2	0	1	Y	1CATC	  	  	  	  	  	1120	SOLD	7	12/21/2012	34,900	33,200	24340	Rickie Sipe	  	24340	Rickie Sipe	765-286-8400
215 COVENTRY DR	ANDERSON	46012	4811	1963	2	0	21	Y	1CATC	  	  	  	  	  	1100	SOLD	44	11/15/2012	50,000	48,000	13843	Andrea Eldon	317-436-8526	31575	Leigh Rogers	765-778-3573
915 COVENTRY DR	ANDERSON	46012	4811	1952	2	0	1	N	NONE	  	  	  	  	  	920	SOLD	27	02/15/2013	11,900	12,250	13095	Brad Taflinger	  	9999	. Non-BLC Member	317-956-1912
900 CRESCENT DR	ANDERSON	46013	4812	1950	2	0	1	Y	1CATC	  	  	  	  	  	960	SOLD	34	04/23/2013	14,900	14,900	10629	Bill Carter	765-617-9799	31983	Brett Snodgrass	812-216-8602
8146 CRICKET	PENDLETON	46064	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	1803	SOLD	42	12/28/2012	109,900	105,000	9644	Tara Hilton	765-778-7253	18999	James Shelton	765-278-2096
2819 E CROSS ST	ANDERSON	46012	4811	1948	2	0	1	Y	4CDTC	TANDM	  	  	  	  	896	SOLD	277	07/19/2013	32,000	16,311	18578	Regina Nottingham	317-850-3286	21545	Sussan O'Brien	317-514-9169
1614 S D ST	ELWOOD	46036	4804	1900	3	0	1	Y	1CDTC	  	  	  	  	  	1638	SOLD	64	03/21/2013	6,900	6,555	13612	Mark Davis	317-290-7717	13612	Mark Davis	317-290-7717
2917 DAKOTA DR	ANDERSON	46012	4807	1956	3	0	1	Y	1CDTC	  	  	  	  	  	900	SOLD	88	02/12/2013	22,900	20,000	10900	Shirley Blaize	765-644-3556	10900	Shirley Blaize	765-620-0621
1115 DRESSER DR	ANDERSON	46011	4811	1951	3	0	1	N	NONE	  	  	  	  	  	1197	SOLD	13	04/17/2013	29,900	31,050	26708	Joni Bragg	765-617-0809	21499	Heather Ridenour	765-425-3606
1914 DREXEL DR	ANDERSON	46011	4812	1951	2	1	1	Y	2CATC	  	  	  	  	  	1471	SOLD	8	03/04/2013	15,900	14,000	33223	Joshua Kindlesparker	  	31628	Madalynne Stanton	765-683-9274
135 N EAST ST	PENDLETON	46064	4816	1898	2	0	1	Y	2CDTC	  	  	  	  	  	868	SOLD	7	03/15/2013	69,900	61,000	20428	Donald Poe	765-534-4762	18830	Cara Gehring	317-414-0633
4506 EDINBOROUGH DR	ANDERSON	46013	4812	1974	2	1	1	Y	1CATC	  	  	  	  	  	898	SOLD	65	04/08/2013	45,000	44,000	16433	Jada Sparks	765-640-2080	10638	Julie Schnepp	765-778-3573
519 ELLENHURST DR	ANDERSON	46012	4811	1952	2	0	1	Y	1CDTC	  	  	  	  	  	1111	SOLD	33	11/30/2012	20,900	18,000	26708	Joni Bragg	765-617-0809	10715	Everett Cook	  
404 ELLERDALE	CHESTERFIELD	46017	4814	1957	3	0	1	N	NONE	  	  	  	  	  	1008	SOLD	25	01/28/2013	19,900	16,500	26708	Joni Bragg	765-617-0809	22937	Deidra Ballard	765-640-1900
708 ELLERDALE RD	CHESTERFIELD	46017	4814	1961	3	0	1	Y	1CATC	  	  	  	  	  	900	SOLD	49	02/15/2013	17,100	15,585	28040	Jeffrey Cummings	317-370-4664	22937	Deidra Ballard	765-640-1900
207 N ELM DR	ALEXANDRIA	46001	4805	1962	2	0	1	Y	1CATC	  	  	  	  	  	988	SOLD	130	08/23/2013	39,900	35,000	27889	Dan Bragg	765-748-5509	10767	Terri Brenner	765-724-0082
208 ELM ST	CHESTERFIELD	46017	4814	1953	3	0	1	Y	2CATC	  	  	  	  	  	1110	SOLD	42	01/09/2013	40,000	34,000	18578	Regina Nottingham-Briles	317-850-3286	17859	Michael Norton	765-228-4449
209 ELM DR	ALEXANDRIA	46001	4805	1962	3	1	1	Y	1CATC	  	  	  	  	  	1196	SOLD	16	02/27/2013	69,900	65,500	16431	Glen Stewart	  	16431	Glen Stewart	  
16 N ELMA ST	ANDERSON	46012	4811	1960	3	0	2	Y	1CATC	  	  	  	  	  	1698	SOLD	61	03/29/2013	58,900	58,900	26708	Joni Bragg	765-617-0809	15087	Rachel Ellis	765-425-0389
109 S ELMA ST	ANDERSON	46012	4813	1952	6	1	1	Y	2CATC	  	  	  	  	  	1372	SOLD	10	11/30/2012	24,999	21,000	27078	Paul Starr	  	17140	Sumer Sharp	317-844-1131
2509 ERIC CT	ANDERSON	46012	4813	1990	2	0	1	Y	1CATC	  	  	  	  	  	1026	SOLD	160	08/01/2013	49,900	47,000	10641	Barbara Sylvester	765-617-9922	2215	Diane Wilson	765-640-1900
310 S ERIE	LAPEL	46051	4809	1954	2	0	1	Y	1CDTC	  	  	  	  	  	1280	SOLD	23	11/30/2012	29,900	29,900	10490	John Massey	  	31464	Stacy Seybert	765-221-9423
